"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"11","W Zhao, T Hidenori, H Zhao","Estimation of vegetative surface albedo in the Kushiro Mire with Landsat TM data: A new approach to atmospheric and spectral corrections",1997,"Chinese Geographical Science","https://link.springer.com/article/10.1007/s11769-997-0055-4","","10.1007/s11769-997-0055-4",2,11,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50010
"12","DE Petzold, AN Rencz","A micro-environmental study of albedo in the eastern sub-arctic",1975,"Climatological Bulletin","http://cmosarchives.ca/CB/cb18.pdf#page=30","PDF","",1,12,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50011
"13","DE Petzold, AN Rencz","The albedo of selected subarctic surfaces",1975,"Arctic and Alpine Research","https://www.tandfonline.com/doi/abs/10.1080/00040851.1975.12003850","","10.1080/00040851.1975.12003850",54,13,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50012
"14","A Corson, D Campbell","Testing Protocols to Restore Disturbed Sphagnum-dominated Peatlands in the Hudson Bay Lowland",2013,"Wetlands","https://link.springer.com/article/10.1007/s13157-013-0383-3","HTML","10.1007/s13157-013-0383-3",10,14,"2024-07-11 08:39:12","google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--percentcover",50013
"15","MMPD Heijmans, WJ Arp…","Controls on moss evaporation in a boreal black spruce forest",2004,"Global Biogeochemical …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2003GB002128","","10.1029/2003GB002128",82,15,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50014
"16","T Yazaki, K Yabe","Effects of snow-load and shading by vascular plants on the vertical growth of hummocks formed by Sphagnum papillosum in a mire of northern Japan",2012,"Plant Ecology","https://link.springer.com/article/10.1007/s11258-012-0065-x","HTML","10.1007/s11258-012-0065-x",26,16,"2024-07-11 08:39:12","google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--height,sphagnum--height",50015
"17","PA Moore, JM Waddington","Modelling Sphagnum moisture stress in response to projected 21st‐century climate change",2015,"Hydrological Processes","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.10484","","10.1002/hyp.10484",16,17,"2024-07-11 08:39:12","google,google,google,google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--carbon,sphagnum--phenology,sphagnum--photosynthesis,sphagum--distribution",50016
"18","J Gong, N Roulet, S Frolking, H Peltola…","Modelling the habitat preference of two key Sphagnum species in a poor fen as controlled by capitulum water content",2020,"…","https://bg.copernicus.org/articles/17/5693/2020/bg-17-5693-2020.html","HTML","",15,18,"2024-07-11 08:39:12","google,google,google,google,google,google,google,google,google,google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--carbon,sphagnum--communitycomposition,sphagnum--functionaltrait,sphagnum--height,sphagnum--leafarea,sphagnum--light,sphagnum--photosynthesis,sphagnum--waterpotential,sphagum--distribution,sphagnum--communitycomposition",50017
"19","W ZHAO, H TAKAHASHI, H ZHAO","A New Approach in Atmospheric and Spectral Corrections",1997,"Journal of Agricultural …","https://www.jstage.jst.go.jp/article/agrmet1943/52/5/52_5_541/_article/-char/ja/","","",1,19,"2024-07-11 08:39:12","google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--albedo",50018
"20","D Blok, M Heijmans, G Schaepman-Strub…","The cooling capacity of mosses: controls on water and energy fluxes in a Siberian tundra site",2011,"Ecosystems","https://link.springer.com/article/10.1007/s10021-011-9463-5","HTML","10.1007/s10021-011-9463-5",164,20,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50019
"21","T Yazaki, S Urano, K Yabe","Water balance and water movement in unsaturated zones of Sphagnum hummocks in Fuhrengawa Mire, Hokkaido, Japan",2006,"Journal of Hydrology","https://www.sciencedirect.com/science/article/pii/S0022169405003689","","",53,21,"2024-07-11 08:39:12","google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--watercontent",50020
"22","I Juszak, W Eugster, MMPD Heijmans…","Contrasting radiation and soil heat fluxes in Arctic shrub and wet sedge tundra",2016,"…","https://bg.copernicus.org/preprints/bg-2016-41/","","",51,22,"2024-07-11 08:39:12","google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--heatconduction",50021
"23","DM Sumner, Q Wu, CS Pathak","Variability of albedo and utility of the MODIS albedo product in forested wetlands",2011,"Wetlands","https://link.springer.com/article/10.1007/s13157-011-0161-z","HTML","10.1007/s13157-011-0161-z",24,23,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50022
"24","SD Bridgham, J Pastor, K Updegraff…","Ecosystem control over temperature and energy flux in northern peatlands",1999,"Ecological …","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/1051-0761(1999)009[1345:ECOTAE]2.0.CO;2","","10.1890/1051-0761(1999)009[1345:ECOTAE]2.0.CO;2",146,24,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50023
"25","A Morrison","RELATION BETWEEN ALBEDO AND AIR PHOTOGRAPHIC TONE IN CANADIAN SUB‐ARCTIC REGIONS",1964,"Canadian Geographer/Le Géographe canadien","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1541-0064.1964.tb00585.x","","10.1111/j.1541-0064.1964.tb00585.x",5,25,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50024
"26","K Shimoyama, T Hiyama…","Seasonal and interannual variation in water vapor and heat fluxes in a West Siberian continental bog",2003,"Journal of Geophysical …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2003JD003485","","10.1029/2003JD003485",27,26,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50025
"27","JM Waddington, PJ Morris, N Kettridge…","Hydrological feedbacks in northern peatlands",2015,"…","https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.1493","","10.1002/eco.1493",474,27,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50026
"28","PD Spatt, M Miller","Growth conditions and vitality of Sphagnum in a tundra community along the Alaska pipeline haul road",1981,"Arctic","https://www.jstor.org/stable/40509102","","",56,28,"2024-07-11 08:39:12","google,google,google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--carbon,sphagnum--light,sphagnum--photosynthesis,sphagnum--waterpotential",50027
"29","JF Weltzin, C Harth, SD Bridgham, J Pastor…","Production and microtopography of bog bryophytes: response to warming and water-table manipulations",2001,"Oecologia","https://link.springer.com/article/10.1007/s004420100691","","10.1007/s004420100691",183,29,"2024-07-11 08:39:12","google,google,google,scopus,scopus,scopus,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--albedo,sphagnum--carbon,sphagnum--height,sphagnum--soil",50028
"30","DA Robinson, G Kukla","Albedo of a dissipating snow cover",1984,"Journal of Climate and Applied Meteorology","https://www.jstor.org/stable/26181143","","",109,30,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50029
"31","W van de Koot","Sphagnum desiccation responses",2022,"","https://pure.aber.ac.uk/ws/portalfiles/portal/62242327/Van_de_Koot_Willem.pdf","PDF","",1,31,"2024-07-11 08:39:12","google,google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--functionaltrait,sphagnum--light,sphagnum--waterpotential",50030
"32","WR Rouse, RL Bello","The radiation balance of typical terrain units in the low Arctic",1983,"Annals of the Association of American …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-8306.1983.tb01857.x","","10.1111/j.1467-8306.1983.tb01857.x",14,32,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50031
"33","KE Van Gaalen","Photosynthetic CO2 exchange and spectral vegetation indices of boreal mosses",2005,"","https://opus.uleth.ca/handle/10133/293","","",5,33,"2024-07-11 08:39:12","google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--photosynthetictissue",50032
"34","JS Price, GS Whitehead","The influence of past and present hydrological conditions on Sphagnum recolonization and succession in a block‐cut bog, Québec",2004,"Hydrological Processes","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.1377","","10.1002/hyp.1377",53,34,"2024-07-11 08:39:12","google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--height",50033
"35","DG Baker, DL Ruschy","Historical albedo values at St. Paul, Minnesota, 1969–85",1988,"Journal of Applied Meteorology (1988-2005)","https://www.jstor.org/stable/26183694","","",9,35,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50034
"36","SM Brown","Controls on terrestrial evapotranspiration from a forest-wetland complex in the western boreal plain, Alberta, Canada",2010,"","https://scholars.wlu.ca/etd/970/","","",3,36,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50035
"37","KK Farrick, JS Price","Ericaceous shrubs on abandoned block‐cut peatlands: implications for soil water availability and Sphagnum restoration",2009,"Ecohydrology: Ecosystems, Land and …","https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.77","","10.1002/eco.77",43,37,"2024-07-11 08:39:12","google,google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--leafarea,sphagnum--watercontent",50036
"38","JL May, T Parker, S Unger, SF Oberbauer","Short term changes in moisture content drive strong changes in Normalized Difference Vegetation Index and gross primary productivity in four Arctic moss …",2018,"Remote Sensing of …","https://www.sciencedirect.com/science/article/pii/S0034425718301986","","",48,38,"2024-07-11 08:39:12","google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--leafarea",50037
"39","K SIMONE","QUANTIFYING EVAPOTRANSPIRATION AND DROUGHT RESISTANCE IN PEATLAND SYSTEMS: IMPLICATIONS FOR AT-RISK REPTILES",2017,"","https://www.researchgate.net/profile/Kyra-Simone/publication/320853543_Quantifying_evapotranspiration_and_drought_resistance_in_peatland_systems_implications_for_at-risk_reptiles/links/59fe2e01458515d0706acc00/Quantifying-evapotranspiration-and-drought-resistance-in-peatland-systems-implications-for-at-risk-reptiles.pdf","PDF","",0,39,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50038
"40","SJ Ketcheson, PN Whittington…","The effect of peatland harvesting on snow accumulation, ablation and snow surface energy balance",2012,"Hydrological Processes","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.9325","","10.1002/hyp.9325",20,40,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50039
"41","JB Railton, JH Sparling","Preliminary studies on the ecology of palsa mounds in northern Ontario",1973,"Canadian Journal of Botany","https://cdnsciencepub.com/doi/abs/10.1139/b73-128","","10.1139/b73-128",54,41,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50040
"42","PA Moore, TG Pypker, JM Waddington","Effect of long-term water table manipulation on peatland evapotranspiration",2013,"Agricultural and Forest …","https://www.sciencedirect.com/science/article/pii/S0168192313000907","","",41,42,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50041
"43","SE Frolking, JL Bubier, TR Moore, T Ball…","Relationship between ecosystem productivity and photosynthetically active radiation for northern peatlands",1998,"Global …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/97GB03367","","10.1029/97GB03367",247,43,"2024-07-11 08:39:12","google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--albedo,sphagnum--photosynthesis",50042
"44","PA Moore, TG Pypker, JA Hribljan…","Examining the peatland shrubification‐evapotranspiration feedback following multi‐decadal water table manipulation",2022,"Hydrological …","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.14719","","10.1002/hyp.14719",5,44,"2024-07-11 08:39:12","google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--leafarea,sphagnum--percentcover",50043
"45","HE Ahrends, SF Oberbauer…","Small-scale albedo-temperature relationship contrast with large-scale relations in Alaskan acidic tussock tundra",2012,"Remote Sensing for …","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/8531/853113/Small-scale-albedo-temperature-relationship-contrast-with-large-scale-relations/10.1117/12.974381.short","","10.1117/12.974381.short",5,45,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50044
"46","J Kurbatova, A Arneth, NN Vygodskaya…","Comparative ecosystem–atmosphere exchange of energy and mass in a European Russian and a central Siberian bog I. Interseasonal and interannual variability of …",2002,"Tellus B: Chemical …","https://www.tandfonline.com/doi/abs/10.3402/tellusb.v54i5.16683","","10.3402/tellusb.v54i5.16683",92,46,"2024-07-11 08:39:12","google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--albedo,sphagnum--photosynthetictissue",50045
"47","O Peräkylä, E Rinne, E Ezhova, A Lintunen…","Comparison of shortwave radiation dynamics between boreal forest and open peatland pairs in southern and northern Finland",2024,"…","https://egusphere.copernicus.org/preprints/2024/egusphere-2024-712/","","",0,47,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50046
"48","AD Richardson, C Schädel…","Experimental whole‐ecosystem warming enables novel estimation of snow cover and depth sensitivities to temperature, and quantification of the snow‐albedo …",2024,"Journal of …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2023JG007833","","10.1029/2023JG007833",0,48,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50047
"49","SH Knox, SK Carey, ER Humphreys","Snow surface energy exchanges and snowmelt in a shrub‐covered bog in eastern Ontario, Canada",2012,"Hydrological Processes","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.9289","","10.1002/hyp.9289",19,49,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50048
"50","S Lett, LM Teuber, EJ Krab, A Michelsen…","Mosses modify effects of warmer and wetter conditions on tree seedlings at the alpine treeline",2020,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.15256","","10.1111/gcb.15256",21,50,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50049
"51","F Worrall, IM Boothroyd, NJK Howden…","Are peatlands cool humid islands in a landscape?",2020,"Hydrological …","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.13921","","10.1002/hyp.13921",4,51,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50050
"52","KG Cleary","Shrub expansion, Sphagnum peat growth, and carbon sequestration in Arctic tundra on the North Slope of Alaska",2015,"","https://search.proquest.com/openview/1c9b5dbdf80aaf580c96f41945900728/1?pq-origsite=gscholar&cbl=18750","BOOK","",1,52,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50051
"53","RM Petrone, JS Price, JM Waddington…","Surface moisture and energy exchange from a restored peatland, Quebec, Canada",2004,"Journal of Hydrology","https://www.sciencedirect.com/science/article/pii/S0022169404001726","","",72,53,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50052
"54","R Niemi","Peatland vegetation and carbon gas dynamics under increasing UV-B radiation and ozone concentration",2003,"","https://core.ac.uk/download/pdf/15167673.pdf","BOOK","",4,54,"2024-07-11 08:39:12","google,google,google,google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--carboxylation,sphagnum--leafmass,sphagnum--leafthickness,sphagnum--rubisco",50053
"55","J Beringer, AH Lynch, FS Chapin, M Mack…","The representation of arctic soils in the land surface model: the importance of mosses",2001,"Journal of …","https://journals.ametsoc.org/view/journals/clim/14/15/1520-0442_2001_014_3324_troasi_2.0.co_2.xml?tab_body=pdf","HTML","",281,55,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50054
"56","SJ Ketcheson","An evaluation of the water balance and moisture dynamics within Sphagnum mosses following the restoration (rewetting) of an abandoned block-cut bog",2011,"","https://uwspace.uwaterloo.ca/handle/10012/6328","","",1,56,"2024-07-11 08:39:12","google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--percentcover",50055
"57","NA Soudzilovskaia, PM van Bodegom…","Dominant bryophyte control over high‐latitude soil temperature fluctuations predicted by heat transfer traits, field moisture regime and laws of thermal insulation",2013,"Functional …","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2435.12127","","10.1111/1365-2435.12127",119,57,"2024-07-11 08:39:12","google,google,scopus,scopus,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--carbon,sphagnum--soil,sphagnum*--conductance",50056
"58","S Tardif, A St-Hilaire, R Roy, M Bernier…","Water budget analysis of small forested boreal watersheds: comparison of Sphagnum bog, patterned fen and lake dominated downstream areas in the La Grande …",2015,"Hydrology …","https://iwaponline.com/hr/article-abstract/46/1/106/1281","","",6,58,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50057
"59","C Thompson, J Beringer, FS Chapin III…","Structural complexity and land‐surface energy exchange along a gradient from arctic tundra to boreal forest",2004,"Journal of Vegetation …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1654-1103.2004.tb02277.x","","10.1111/j.1654-1103.2004.tb02277.x",113,59,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50058
"60","A Christen, RS Jassal, TA Black, NJ Grant…","Summertime greenhouse gas fluxes from an urban bog undergoing restoration through rewetting.",2016,"Mires & …","https://www.researchgate.net/profile/Andreas-Christen/publication/301204319_Summertime_greenhouse_gas_fluxes_from_an_urban_bog_undergoing_restoration_through_rewetting/links/570c706508ae2eb94223c36c/Summertime-greenhouse-gas-fluxes-from-an-urban-bog-undergoing-restoration-through-rewetting.pdf","PDF","",32,60,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50059
"61","JF Weltzin, J Pastor, C Harth, SD Bridgham…","Response of bog and fen plant communities to warming and water‐table manipulations",2000,"Ecology","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/0012-9658(2000)081[3464:ROBAFP]2.0.CO;2","","10.1890/0012-9658(2000)081[3464:ROBAFP]2.0.CO;2",397,61,"2024-07-11 08:39:12","google,google,google","sphagnum--albedo,sphagnum--albedo,sphagnum--phenology",50060
"62","TF Eck, DW Deering, LA Vierling","Arctic tundra albedo and its estimation from spectral hemispheric reflectance",1997,"International Journal of Remote …","https://www.tandfonline.com/doi/abs/10.1080/014311697216784","","10.1080/014311697216784",10,62,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50061
"63","PA Moore, MC Lukenbach, N Kettridge, RM Petrone…","Peatland water repellency: Importance of soil water content, moss species, and burn severity",2017,"Journal of …","https://www.sciencedirect.com/science/article/pii/S0022169417306406","","",38,63,"2024-07-11 08:39:12","google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--watercontent",50062
"64","MR Turetsky, SE Crow, RJ Evans, DH Vitt, RK Wieder","Trade-offs in resource allocation among moss species control decomposition in boreal peatlands",2008,"Journal of ecology","https://www.jstor.org/stable/20143576","","",263,64,"2024-07-11 08:39:12","google,google,google,scopus,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--bulkdensity,sphagnum--carbon,sphagnum--soil",50063
"65","TR Moore, PM Lafleur, DMI Poon…","Spring photosynthesis in a cool temperate bog",2006,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2006.01247.x","","10.1111/j.1365-2486.2006.01247.x",80,65,"2024-07-11 08:39:12","google,google,google,google,scopus,scopus,scopus,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--phenology,sphagnum--photosynthesis,sphagnum--chlorophyll,sphagnum--nitrogen,sphagnum--photosynthesis,sphagnum--respiration",50064
"66","SC Lee, TA Black, M Nyberg, M Merkens…","Biophysical impacts of historical disturbances, restoration strategies, and vegetation types in a peatland ecosystem",2021,"Journal of …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2021JG006532","","10.1029/2021JG006532",8,66,"2024-07-11 08:39:12","google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum*--conductance",50065
"67","VL Mironov, EV Linkevich","Effects of the lunar cycle on ecosystem and heterotrophic respiration in a boreal Sphagnum-dominated peatland",2024,"Chronobiology International","https://www.tandfonline.com/doi/abs/10.1080/07420528.2024.2365825","","10.1080/07420528.2024.2365825",0,67,"2024-07-11 08:39:12","google,google,google,google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--carboxylation,sphagnum--phenology,sphagnum--respiration,sphagnum--rubisco,sphagnum--respiration",50066
"68","DA Robinson, GJ Kukla","Anthropogenic increase of winter surface albedo",1985,"Catena","https://www.sciencedirect.com/science/article/pii/S0341816285800205","","",7,68,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50067
"69","K Shimoyama, G Inoue, Y Fukushima, T Hiyama","Seasonal Variations of Heat, Water Vapor and CO2 Fluxes in West Siberian wetland",1999,"… of the Eighth Symposium on the …","","CITATION","",3,69,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50068
"70","TN Walker, SE Ward, NJ Ostle, RD Bardgett","Contrasting growth responses of dominant peatland plants to warming and vegetation composition",2015,"Oecologia","https://link.springer.com/article/10.1007/s00442-015-3254-1","HTML","10.1007/s00442-015-3254-1",54,70,"2024-07-11 08:39:12","google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--communitycomposition,sphagnum--communitycomposition",50069
"71","M Wang, J Wu, PM Lafleur, J Luan","Investigation of the climatological impacts of agricultural management and abandonment on a boreal bog in western Newfoundland, Canada",2020,"Science of The Total Environment","https://www.sciencedirect.com/science/article/pii/S0048969719346236","","",13,71,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50070
"72","M IIeijmans","WJ Arp, and FS Chapin I11 (2004), Controls on moss evaporation in a boreal black spruce forest",NA,"Global Biogeochem. Cycles","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=64cb14425fff97e2c91a8aa42c8793d2fe891d1d","PDF","",0,72,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50071
"73","A Noormets, J Chen, SD Bridgham, JF Weltzin, J Pastor…","The effects of infrared loading and water table on soil energy fluxes in northern peatlands",2004,"Ecosystems","https://link.springer.com/article/10.1007/s10021-004-0013-2","HTML","10.1007/s10021-004-0013-2",35,73,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50072
"74","KH Orwin, NJ Ostle","Moss species effects on peatland carbon cycling after fire",2012,"Functional Ecology","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2435.2012.01991.x","","10.1111/j.1365-2435.2012.01991.x",14,74,"2024-07-11 08:39:12","google,google,google,scopus","sphagnum--albedo,sphagnum--albedo,sphagnum--respiration,sphagnum--communitycomposition",50073
"75","N Kettridge, A Baird","Modelling soil temperatures in northern peatlands",2008,"European Journal of Soil Science","https://bsssjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2389.2007.01000.x","","10.1111/j.1365-2389.2007.01000.x",41,75,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50074
"76","SV Zagirova, OA Mikhailov, J Schneider","Carbon dioxide, heat and water vapor exchange in the boreal spruce and peatland ecosystems",2019,"… и прикладная экология","http://envjournal.ru/ari/v2019/v3/19302.pdf","PDF","",6,76,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50075
"77","JA O'Donnell, MR Turetsky, JW Harden, KL Manies…","Interactive Effects of Fire, Soil Climate, and Moss on CO2 Fluxes in Black Spruce Ecosystems of Interior Alaska",2009,"Ecosystems","https://link.springer.com/article/10.1007/s10021-008-9206-4","HTML","10.1007/s10021-008-9206-4",89,77,"2024-07-11 08:39:12","google,google","sphagnum--albedo,sphagnum--albedo",50076
