"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"22","ML Slate, LR Stark, JL Greenwood, TA Clark, JC Brinda","The role of prehydration in rescuing shoots of mosses damaged by extreme desiccation events: Syntrichia norvegica (Pottiaceae)",2018,"The Bryologist","https://bioone.org/journals/the-bryologist/volume-121/issue-2/0007-2745-121.2.193/The-role-of-prehydration-in-rescuing-shoots-of-mosses-damaged/10.1639/0007-2745-121.2.193.short","","10.1639/0007-2745-121.2.193.short",11,22,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--electrontransport,syntrichia--light,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--rhizoid,syntrichia--soil,syntrichia--watercontent,syntrichia--chlorophyll,syntrichia--watercontent",100021
"23","B Yin, Y Zhang","Physiological regulation of Syntrichia caninervis Mitt. in different microhabitats during periods of snow in the Gurbantünggüt Desert, northwestern China",2016,"Journal of Plant Physiology","https://www.sciencedirect.com/science/article/pii/S0176161716000389","","",45,23,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--soil,syntrichia--watercontent,syntrichia--chlorophyll,syntrichia--soil",100022
"24","S Zhang, Q Zhang, Z Liu, S Mamtimin, X Zhou…","Long-term snow alters the sensitivity of nonstructural carbohydrates of Syntrichia caninervis to snow cover: Based on a 7-year experiment",2022,"Frontiers in Plant …","https://www.frontiersin.org/articles/10.3389/fpls.2022.999584/full","HTML","10.3389/fpls.2022.999584",3,24,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--soil,syntrichia--watercontent,syntrichia--carbon,syntrichia--soil,syntrichia--watercontent",100023
"25","X Liu, P Zhou, X Li, D Zhang","Propagation of desert moss Syntrichia caninervis in peat pellet: a method for rapidly obtaining large numbers of cloned gametophytes",2021,"Plant Methods","https://link.springer.com/article/10.1186/s13007-021-00740-7","HTML","10.1186/s13007-021-00740-7",9,25,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--rhizoid,syntrichia--soil,syntrichia--watercontent,syntrichia--rhizoid,syntrichia--soil",100024
"26","J Fabure, H Plaisance, F Cazier…","Potential use of Syntrichia ruralis for monitoring atmospheric BTEX",2010,"International …","https://www.inderscienceonline.com/doi/abs/10.1504/IJEnvH.2010.033708","","10.1504/IJEnvH.2010.033708",0,26,"2024-07-15 10:50:42","google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--distribution,syntrichia--height,syntrichia--soil,syntrichia--watercontent",100025
"27","J Wang, H Yang, B Gao, TA Bozorov, X Li…","Analysis and characterization of the aldehyde dehydrogenase (ALDH) gene superfamily in the desert moss Syntrichia caninervis in response to abiotic stress",2020,"Environmental and …","https://www.sciencedirect.com/science/article/pii/S0098847220302021","","",9,27,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--soil,syntrichia--watercontent,syntrichia--carbon,syntrichia--soil",100026
"28","JM Glime","Volume 1, Chapter 7-6: Water Relations: Rehydration and Repair",2015,"","","CITATION","",0,28,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--electrontransport,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--reflectance,syntrichia--respiration,syntrichia--rhizoid,syntrichia--watercontent",100027
"29","X Liu, Y Zhang, H Yang, Y Liang, X Li…","Functional Aspects of Early Light-Induced Protein (ELIP) Genes from the Desiccation-Tolerant Moss Syntrichia caninervis",2020,"International Journal of …","https://www.mdpi.com/1422-0067/21/4/1411","HTML","",19,29,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--electrontransport,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield",100028
"30","K Merrifield","Bryophytes on isolated Quercus garryana trunks in urban and agricultural settings in the Willamette Valley, Oregon",2000,"The Bryologist","https://bioone.org/journals/the-bryologist/volume-103/issue-4/0007-2745_2000_103_0720_BOIQGT_2.0.CO_2/Bryophytes-on-Isolated-Quercus-garryana-Trunks-in-Urban-and-Agricultural/10.1639/0007-2745(2000)103[0720:BOIQGT]2.0.CO;2.short","","10.1639/0007-2745(2000)103[0720:BOIQGT]2.0.CO;2.short",17,30,"2024-07-15 10:50:42","google,google,google,google,google","syntrichia--absorption,syntrichia--distribution,syntrichia--height,syntrichia--soil,syntrichium--scattering",100029
"31","J Royles, J Ogée, L Wingate, DA Hodgson…","Temporal separation between CO2 assimilation and growth? Experimental and theoretical evidence from the desiccation‐tolerant moss Syntrichia ruralis",2013,"New …","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.12114","","10.1111/nph.12114",16,31,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--conductance,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration,syntrichia--rubisco,syntrichia--watercontent,syntrichium--waterpotential",100030
"32","KE Young, SC Reed","Spectrally monitoring the response of the biocrust moss Syntrichia caninervis to altered precipitation regimes",2017,"Scientific Reports","https://www.nature.com/articles/srep41793","HTML","",12,32,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--distribution,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--reflectance,syntrichia--rubisco,syntrichia--soil,syntrichium--scattering,syntrichia--chlorophyll,syntrichia--soil",100031
"33","LR Stark, JC Brinda, DN McLetchie","Effects of increased summer precipitation and N deposition on Mojave Desert populations of the biological crust moss Syntrichia caninervis",2011,"Journal of Arid Environments","https://www.sciencedirect.com/science/article/pii/S0140196310003538","","",36,33,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--soil,syntrichia--watercontent,syntrichia--carbon,syntrichia--soil,sytrichia--nitrogen",100032
"34","MCF Proctor","Experiments on the effect of different intensities of desiccation on bryophyte survival, using chlorophyll fluorescence as an index of recovery",2003,"Journal of Bryology","https://www.tandfonline.com/doi/abs/10.1179/037366803235001652","","10.1179/037366803235001652",78,34,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,scopus","syntrichia--absorption,syntrichia--chlorophyll,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration,syntrichia--watercontent,syntrichium--waterpotential,syntrichia--chlorophyll",100033
"35","WD Blankenship","Tackifier Type and Concentration have Varying Impacts on Growth of Dryland Mosses",2018,"","https://ir.library.oregonstate.edu/concern/graduate_thesis_or_dissertations/tt44ps54z","","",0,35,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--soil",100034
"36","JAJ Lazo","The Phylogeny, Biogeography, and Ecology of the Moss Syntrichia (Brid.)",2022,"","https://search.proquest.com/openview/0eeab5b7bb5182d7b195700d089fb989/1?pq-origsite=gscholar&cbl=18750&diss=y","BOOK","",0,36,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--communitycomposition,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rhizoid,syntrichia--soil,syntrichia--watercontent,syntrichium--scattering",100035
"37","JM Glime","Volume 1, Chapter 7-5: Water Relations: Physiological Adaptations",2015,"","","CITATION","",0,37,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--electrontransport,syntrichia--height,syntrichia--light,syntrichia--phenology,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--rhizoid,syntrichia--watercontent,syntrichium--waterpotential",100036
"38","JTB Ekwealor, TA Clark, O Dautermann…","Natural ultraviolet radiation exposure alters photosynthetic biology and improves recovery from desiccation in a desert moss",2021,"Journal of …","https://academic.oup.com/jxb/article-abstract/72/11/4161/6141413","","",14,38,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--electrontransport,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rhizoid,syntrichia--light,syntrichia--photosynthesis,syntrichia--soil",100037
"39","Y Zhang, Y Zhang, C Wang, J Xiao, M Huang…","Enhancement of salt tolerance of alfalfa: Physiological and molecular responses of transgenic alfalfa plants expressing Syntrichia caninervis-derived ScABI3",2024,"Plant Physiology and …","https://www.sciencedirect.com/science/article/pii/S0981942824000032","","",2,39,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--electrontransport,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--soil,syntrichia--watercontent,syntrichia--soil,syntrichia--watercontent",100038
"40","M Lüth","LIGHT: EFFECTS OF HIGH INTENSITY",NA,"","","CITATION","",0,40,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--chlorophyll,syntrichia--leafspecificarea,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosynthetictissue,syntrichia--photosystem,syntrichia--respiration,syntrichia--watercontent,syntrichium--scattering",100039
"41","JM Glime","Volume 1, Chapter 7-8: Water Relations: Habitats",2015,"","","CITATION","",18,41,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--height,syntrichia--light,syntrichia--phenology,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rhizoid,syntrichia--watercontent,syntrichium--scattering",100040
"42","Q Zeng","Regulation of gene expression in the desiccation-tolerant moss Syntrichia ruralis: A study using the early light inducible protein-like genes ELIPa and ELIPb …",2001,"","https://search.proquest.com/openview/44a91f68ef387fe2a52d61f74af71de7/1?pq-origsite=gscholar&cbl=18750&diss=y","BOOK","",0,42,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--absorption,syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--distribution,syntrichia--electrontransport,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--rubisco,syntrichia--watercontent",100041
"43","N Batan, T Özdemir, E Saralıoğlu, N Akçay…","Determination of Heavy Metal Levels in Some Moss Samples Collected from Near the Highways in Burdur Province",2021,"Anatolian …","https://dergipark.org.tr/en/doi/10.26672/anatolianbryology.891979","","10.26672/anatolianbryology.891979",0,43,"2024-07-15 10:50:42","google,google,google,google","syntrichia--absorption,syntrichia--phosphorus,syntrichia--respiration,syntrichia--soil",100042
"44","Y Tao, YM Zhang","Effects of leaf hair points of a desert moss on water retention and dew formation: implications for desiccation tolerance",2012,"Journal of plant research","https://link.springer.com/article/10.1007/s10265-011-0449-3","HTML","10.1007/s10265-011-0449-3",72,44,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--absorption,syntrichia--chlorophyll,syntrichia--height,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--respiration,syntrichia--watercontent,syntrichia--soil,syntrichia--watercontent",100043
"45","LI Yonggang, Z Xiaobing","Shrub modulates the stoichiometry of moss and soil in desert ecosystems, China",2019,"Journal of Arid Land","http://jal.xjegi.com/EN/abstract/abstract627.shtml","","",0,45,"2024-07-15 10:50:42","google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus,scopus,scopus","syntrichia--absorption,syntrichia--absorption,syntrichia--carbon,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--chlorophyll,syntrichia--height,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--respiration,syntrichia--rhizoid,syntrichia--rhizoid,syntrichia--soil,syntrichia--soil,syntrichia--watercontent,syntrichia--watercontent,syntrichia--carbon,syntrichia--distribution,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--soil,sytrichia--nitrogen",100044
